	tag_info	osm_id	osm_title	description
2327	healthcare:speciality=venereology	Q21915	Item:Q21915	Medical specialty concerning the study and treatment of sexually transmitted diseases.
2328	building=grandstand	Q5916	Item:Q5916	A grandstand at racecourse or sports ground.
2329	bridge:movable=lift	Q890	Item:Q890	A type of movable bridge, a lift bridge contains a span which rises vertically while remaining parallel to its closed position. The span is suspended between lift towers at each end when open.
2330	payment	Q22063	Item:Q22063	Prefix used to define if a certain payment method is accepted or not.
2331	megalith_type=stone_circle	Q6749	Item:Q6749	Stone circle
2332	zoo=birds	Q5378	Item:Q5378	A bird park
2333	highway=trunk	Q5021	Item:Q5021	Important roads that are not motorways.
2334	amenity=seat	Q5828	Item:Q5828	A seat.
2335	tiger	Q5734	Item:Q5734	'tiger' is the prefix for keys of the TIGER import of the USA.
2336	office=telecommunication	Q5461	Item:Q5461	A corporate office for a telecommunication company
2337	parking=underground	Q7598	Item:Q7598	Underground car park
2338	fastpass	Q10412	Item:Q10412	
2339	geological=moraine	Q5218	Item:Q5218	Any ice formed accumulation of unconsolidated glacial debris
2340	amenity=feeding_place	Q6401	Item:Q6401	A place where animals are fed like a manger or an automated feeding station.
2341	addr:milestone	Q20046	Item:Q20046	A proposed way to tag addresses that are based on milestones.
2342	kerb=flush	Q22208	Item:Q22208	A kerb (curb), similarly to lowered, except the level transition is unlikely to be apparent, to blind users, by tactile sensation.
2343	kerb=lowered	Q22209	Item:Q22209	A lowered kerb (curb); often found at crossing and driveways ensuring the crossing can be used by wheelchair users and allow access to drives.
2344	payment:visa	Q1698	Item:Q1698	
2345	payment:visa_electron	Q3931	Item:Q3931	
2346	landcover	Q1414	Item:Q1414	
2347	bridge:structure=humpback	Q5179	Item:Q5179	Humpback bridge
2348	man_made=snow_fence	Q6804	Item:Q6804	A solid fence-like structure built across steep slopes to reduce risk and severity of (snow) avalanches
2349	healthcare:speciality=surgical_oncology	Q21907	Item:Q21907	Medical specialty concerning the surgical management of tumors, especially cancerous tumors.
2350	playground=funnel_ball	Q21394	Item:Q21394	Funnel ball is a game usually found on school playgrounds.
2351	tourism=viewpoint	Q4891	Item:Q4891	A place worth visiting, often high, with a good view of surrounding countryside or notable buildings.
2352	industrial	Q354	Item:Q354	Type of industry or type of industrial object
2353	lifeguard=tower	Q21711	Item:Q21711	A tower used by lifeguard to watch and supervise swimmers in order to prevent drownings and other dangers.
2354	building=semi	Q5938	Item:Q5938	A semi-detached house.
2355	building=semidetached_house	Q6322	Item:Q6322	A house that shares a common wall with another on one side.
2356	natural=shrubbery	Q21774	Item:Q21774	An area of shrubbery that is actively maintained or pruned by humans. A slightly wilder look is also possible.
2357	junction=uncontrolled	Q22037	Item:Q22037	A road junction with no signs, markings, or other traffic control devices indicating junction rules.
2358	amenity=music_venue	Q6239	Item:Q6239	An indoor place to hear live music which is not a theatre.
2359	shop=anime	Q5314	Item:Q5314	A shop that sells anime, manga, clothes for cosplay and related items.
2360	healthcare=speech_therapist	Q21210	Item:Q21210	A speech therapist is a specialist who deals with speech, voice, swallowing or hearing impairment.
2361	landuse=greenfield	Q4945	Item:Q4945	Undeveloped land scheduled to turn into a construction site
2362	network=ua:regional	Q17818	Item:Q17818	
2363	coach	Q160	Item:Q160	Legal access restrictions for coaches
2364	public_transport=station	Q6506	Item:Q6506	A station is an area designed to access public transport.
2365	sport=sailing	Q6188	Item:Q6188	Sailing: the sport of using wind to power sails which propel a boat
2366	sport=skating	Q4769	Item:Q4769	sport=skating is ambiguous. Use tag:sport=ice_skating or tag:sport=roller_skating instead.
2367	sport=sumo	Q5658	Item:Q5658	A traditional martial arts sport of Japan.
2368	barrier=gate	Q4895	Item:Q4895	A section in a wall or fence which can be opened to allow access.
2369	landuse=observatory	Q7238	Item:Q7238	Using this tag is discouraged, use tag:man_made=observatory instead.
2370	man_made=observatory	Q6868	Item:Q6868	Observatory: a location used for observing terrestrial or celestial events
2371	healthcare:speciality=radiology	Q21902	Item:Q21902	Medical specialty concerning the use of medical imaging to diagnose and treat diseases within the bodies of animals and humans.
2372	healthcare:speciality=gynaecology	Q21843	Item:Q21843	Medical speciality that encompasses the two subspecialties of obstetrics (covering pregnancy, childbirth, and the postpartum period) and gynecology (covering the health of the female reproductive system).
2373	historic=cannon	Q5585	Item:Q5585	A historic/retired cannon. Usually found on forts or battlefields.
2374	building=gatehouse	Q16596	Item:Q16596	An entry control point building, spanning over a highway that enters a city or compound.
2375	historic=city_gate	Q6350	Item:Q6350	A city gate within a city wall
2376	taxi	Q756	Item:Q756	Access permission for taxi vehicles
2377	name	Q464	Item:Q464	The primary name: in general, the most prominent signposted name or the most common name in the local language(s).
2378	sport=weightlifting	Q5908	Item:Q5908	Weightlifting
2379	trench	Q790	Item:Q790	A specific detail in a military trench.
2380	military=trench	Q5519	Item:Q5519	A military trench: an excavation in the ground that is generally deeper than it is wide, dug into the ground as a barrier for military purposes (e.g. trench warfare)
2381	healthcare:speciality=immunology	Q21868	Item:Q21868	Medical speciality concerning the body's immune system against pathogens and other foreign substances as well as disorders and malfunctions of these immune mechanisms.
2382	flickr	Q282	Item:Q282	Reference code for a Flickr image
2383	amenity=waste_basket	Q6846	Item:Q6846	A single small container for depositing garbage that is easily accessible for pedestrians.
2384	place=neighbourhood	Q5354	Item:Q5354	A neighbourhood is a smaller named, geographically localised place within a suburb of a larger city or within a town or village
2385	ski	Q703	Item:Q703	Access restrictions for skiers
2386	sport=skiing	Q7213	Item:Q7213	Identifies given object as used for practicing skiing
2387	amenity=brothel	Q5058	Item:Q5058	An establishment specifically dedicated to prostitution.
2388	place=farm	Q4759	Item:Q4759	An individually named farm.
2389	resource=gravel	Q5641	Item:Q5641	Gravel as a resource
2390	railway=funicular	Q4778	Item:Q4778	Cable driven inclined railway.
2391	sport=long_jump	Q18582	Item:Q18582	An athletic discipline in which athletes attempt to leap as far as possible from a take off point
2392	railway=level_crossing	Q6702	Item:Q6702	A crossing between a railway and a road.
2393	sport=bobsleigh	Q5663	Item:Q5663	A winter sport in which teams of two or four make timed runs down narrow, twisting, banked, iced tracks in a gravity-powered sled, also called luge or bobslede.
2394	denomination=presbyterian	Q17073	Item:Q17073	
2395	memorial=stele	Q6187	Item:Q6187	Specifies a memorial as a stele.
2396	leisure=nature_reserve	Q6761	Item:Q6761	A protected area of importance for wildlife, flora, fauna or features of geological or other special interest.
2397	massage	Q403	Item:Q403	Type of massage
2398	cuisine=portuguese	Q21572	Item:Q21572	
2399	industrial=warehouse	Q5068	Item:Q5068	A place where goods are stored and shipped from, but not manufactured.
2400	sport=bandy	Q5491	Item:Q5491	Bandy is a sport played by two teams of eleven players on a rectangular field.
2401	telescope:type=radio	Q5912	Item:Q5912	Radio telescope
2402	vending=newspapers	Q5925	Item:Q5925	Machine vending newspapers
2403	railway=monorail	Q4930	Item:Q4930	A railway with only a single rail.
2404	denomination=salvation_army	Q17097	Item:Q17097	
2405	lottery	Q391	Item:Q391	
2406	healthcare:speciality=otolaryngology	Q21844	Item:Q21844	A surgical subspecialty within medicine that deals with the surgical and medical management of conditions of the head and neck.
2407	monitoring:weather	Q439	Item:Q439	Facility that monitors weather.
2408	government=ministry	Q5262	Item:Q5262	The seat of a ministry or department.
2409	sport=korfball	Q4852	Item:Q4852	Korfball: a team sport played with a ball on a rectangular court
2410	healthcare:speciality=pulmonology	Q21901	Item:Q21901	Medical specialty concerning diseases involving the respiratory tract.
2411	lit	Q385	Item:Q385	Indicates whether a feature is lit.
2412	amenity=waste_disposal	Q6465	Item:Q6465	A medium or large disposal bin, typically for bagged up household or industrial waste.
2413	artwork_type=mural	Q19850	Item:Q19850	A piece of artwork painted directly on a wall.
2414	sport=kitesurfing	Q5398	Item:Q5398	Property added to a sports facility to mark as used for kitesurfing.
2415	foot	Q285	Item:Q285	Access permission for pedestrians
2416	castle_type=kremlin	Q6314	Item:Q6314	A major fortified central complex found in historic Russian cities.
2417	sport=pilates	Q18599	Item:Q18599	Pilates is a physical fitness system developed in the early 20th century by Joseph Pilates.
2418	regelbau	Q639	Item:Q639	Indicates the Regelbau design ID of german WW2 bunkers
2419	craft=stonemason	Q5111	Item:Q5111	A place where rough pieces of rock are shaped into accurate geometrical shapes.
2420	surveillance	Q747	Item:Q747	Indicates whether a location is under surveillance or what type of surveilled area it is.
2421	playground=slide	Q19642	Item:Q19642	A slide for children to play on in playgrounds.
2422	pilgrimage=yes	Q19501	Item:Q19501	
2423	network=US:OH:WIL	Q5344	Item:Q5344	County routes in Williams County, Ohio, United States.
2424	network=US:OH:AUG	Q21400	Item:Q21400	county roads in Auglaize County, Ohio, United States
2425	live_music	Q11464	Item:Q11464	For a feature which offers live music
2426	landuse=greenhouse_horticulture	Q6265	Item:Q6265	Land area used for growing plants in greenhouses.
2427	healthcare:speciality=general	Q21839	Item:Q21839	A general practitioner (medical doctor) or general hospital.
2428	aerialway=mixed_lift	Q6571	Item:Q6571	A mixed lift, containing both gondolas and chairs.
2429	diplomatic=embassy	Q6032	Item:Q6032	An embassy or diplomatic mission, the official representation of a foreign country or multi-national institution in another country, headed by an ambassador or equivalently ranked chief of mission.
2430	payment:litecoin	Q12980	Item:Q12980	
2431	shop=seafood	Q5352	Item:Q5352	A shop selling fish/seafood.
2432	payment:cryptocurrencies	Q3921	Item:Q3921	
2433	network=NL:A	Q22113	Item:Q22113	the numbered network of motorways (A-roads) in the Netherlands
2434	network=CA:ON:primary	Q22114	Item:Q22114	primary provincial highways in the Canadian province of Ontario
2435	network=nextbike	Q5614	Item:Q5614	A bike rental station from Nextbike.
2436	man_made=carpet_hanger	Q6537	Item:Q6537	construction to hang carpets for cleaning with the help of carpet beaters.
2437	tower:type=intake	Q5845	Item:Q5845	Intake Tower
2438	landuse=forest	Q4776	Item:Q4776	Forest or woodland, sometimes considered to be restricted to managed woodlands or tree plantations.
2439	amenity=animal_boarding	Q6362	Item:Q6362	A facility which cares for pets while the owners are away (e.g. on holiday)
2440	healthcare:speciality=emergency	Q21860	Item:Q21860	Medical speciality concerned with the care of illnesses or injuries requiring immediate medical attention.
2441	shop=money_lender	Q6226	Item:Q6226	Shop offering small personal loans at high rates of interest.
2442	shop=second_hand	Q6417	Item:Q6417	A shop selling second hand goods
2443	generator:source=gas	Q6154	Item:Q6154	Gas turbine power plant
2444	plant:source=gas	Q19594	Item:Q19594	Gas-fired power station
2445	shop=herbalist	Q5340	Item:Q5340	Shop focused on selling herbs, often for medical purposes
2446	network=BR:MG	Q6060	Item:Q6060	Brazilian State Highways for Minas Gerais
2447	network=US:NJ	Q5976	Item:Q5976	State routes in the U.S. state of New Jersey.
2448	amenity=rescue_station	Q6334	Item:Q6334	Used to refer to the rescue station (no fire brigade) or to administrative building of rescue service.
2449	industrial=distributor	Q5428	Item:Q5428	A distributor for some product. Does not generally sell to the public.
2450	protect_class=1	Q16300	Item:Q16300	A Strict Nature Reserve / Wilderness area.
2451	protect_class=1b	Q16302	Item:Q16302	"A strict ""wilderness area"", or a usually large unmodified natural area that has almost no development."
2452	payment:troika	Q3928	Item:Q3928	
2453	disputed	Q10081	Item:Q10081	
2454	boundary=disputed	Q19308	Item:Q19308	Tags used on boundaries that are disputed
2455	landuse=recreation_ground	Q6444	Item:Q6444	An open green space for general recreation, which often includes formal or informal pitches, nets and so on. Often municipally owned, sometimes part of colleges / companies or commercially operated.
2456	leisure=recreation_ground	Q6778	Item:Q6778	See also: tag:landuse=recreation_ground
2457	landuse=construction	Q4870	Item:Q4870	An area being built on.
2458	denomination=pkn	Q17129	Item:Q17129	
2459	brand	Q98	Item:Q98	The identity of a specific product, service, or business. Often trademarks
2460	sport=water_ski	Q6221	Item:Q6221	Water skiing
2461	crane:type=gantry_crane	Q7641	Item:Q7641	Gantry crane, overhead crane
2462	boundary=special_economic_zone	Q21655	Item:Q21655	A government-defined area in which the business and trade laws are different.
